date_id,category_id,geo_id,sales_qty,sales_amt
2022-10-31T00:00:00,1001,1,5,4800
2022-10-31T00:00:00,1001,2,7,6720
2022-10-31T00:00:00,1001,3,3,2880
2022-10-31T00:00:00,1002,1,1,960
2022-10-31T00:00:00,1002,2,7,6720
2022-10-31T00:00:00,1002,3,9,8640
2022-10-31T00:00:00,1003,1,3,2880
2022-10-31T00:00:00,1003,2,4,3840
2022-10-31T00:00:00,1003,3,8,7680
2022-10-31T00:00:00,1004,1,1,960
2022-10-31T00:00:00,1004,2,3,2880
2022-10-31T00:00:00,1004,3,8,7680
2022-10-31T00:00:00,1005,1,8,7680
2022-10-31T00:00:00,1005,2,6,5760
2022-10-31T00:00:00,1005,3,4,3840
2022-10-31T00:00:00,1006,1,4,3840
2022-10-31T00:00:00,1006,2,5,4800
2022-10-31T00:00:00,1006,3,1,960
2022-10-31T00:00:00,1007,1,9,8640
2022-10-31T00:00:00,1007,2,2,1920
2022-10-31T00:00:00,1007,3,5,4800
2022-10-31T00:00:00,1008,1,1,960
2022-10-31T00:00:00,1008,2,7,6720
2022-10-31T00:00:00,1008,3,6,5760
2022-10-31T00:00:00,1009,1,6,5760
2022-10-31T00:00:00,1009,2,3,2880
2022-10-31T00:00:00,1009,3,3,2880
2022-10-31T00:00:00,1010,1,1,960
2022-10-31T00:00:00,1010,2,0,0
2022-10-31T00:00:00,1010,3,9,8640
2022-11-01T00:00:00,1001,1,1,960
2022-11-01T00:00:00,1001,2,1,960
2022-11-01T00:00:00,1001,3,4,3840
2022-11-01T00:00:00,1002,1,3,2880
2022-11-01T00:00:00,1002,2,5,4800
2022-11-01T00:00:00,1002,3,8,7680
2022-11-01T00:00:00,1003,1,5,4800
2022-11-01T00:00:00,1003,2,0,0
2022-11-01T00:00:00,1003,3,5,4800
2022-11-01T00:00:00,1004,1,3,2880
2022-11-01T00:00:00,1004,2,1,960
2022-11-01T00:00:00,1004,3,8,7680
2022-11-01T00:00:00,1005,1,2,1920
2022-11-01T00:00:00,1005,2,0,0
2022-11-01T00:00:00,1005,3,3,2880
2022-11-01T00:00:00,1006,1,5,4800
2022-11-01T00:00:00,1006,2,7,6720
2022-11-01T00:00:00,1006,3,7,6720
2022-11-01T00:00:00,1007,1,3,2880
2022-11-01T00:00:00,1007,2,2,1920
2022-11-01T00:00:00,1007,3,6,5760
2022-11-01T00:00:00,1008,1,9,8640
2022-11-01T00:00:00,1008,2,1,960
2022-11-01T00:00:00,1008,3,9,8640
2022-11-01T00:00:00,1009,1,8,7680
2022-11-01T00:00:00,1009,2,8,7680
2022-11-01T00:00:00,1009,3,5,4800
2022-11-01T00:00:00,1010,1,9,8640
2022-11-01T00:00:00,1010,2,3,2880
2022-11-01T00:00:00,1010,3,7,6720
2022-11-02T00:00:00,1001,1,2,1920
2022-11-02T00:00:00,1001,2,3,2880
2022-11-02T00:00:00,1001,3,4,3840
2022-11-02T00:00:00,1002,1,4,3840
2022-11-02T00:00:00,1002,2,3,2880
2022-11-02T00:00:00,1002,3,4,3840
2022-11-02T00:00:00,1003,1,6,5760
2022-11-02T00:00:00,1003,2,8,7680
2022-11-02T00:00:00,1003,3,2,1920
2022-11-02T00:00:00,1004,1,8,7680
2022-11-02T00:00:00,1004,2,1,960
2022-11-02T00:00:00,1004,3,0,0
2022-11-02T00:00:00,1005,1,1,960
2022-11-02T00:00:00,1005,2,2,1920
2022-11-02T00:00:00,1005,3,8,7680
2022-11-02T00:00:00,1006,1,6,5760
2022-11-02T00:00:00,1006,2,1,960
2022-11-02T00:00:00,1006,3,7,6720
2022-11-02T00:00:00,1007,1,8,7680
2022-11-02T00:00:00,1007,2,6,5760
2022-11-02T00:00:00,1007,3,6,5760
2022-11-02T00:00:00,1008,1,4,3840
2022-11-02T00:00:00,1008,2,4,3840
2022-11-02T00:00:00,1008,3,2,1920
2022-11-02T00:00:00,1009,1,4,3840
2022-11-02T00:00:00,1009,2,2,1920
2022-11-02T00:00:00,1009,3,1,960
2022-11-02T00:00:00,1010,1,9,8640
2022-11-02T00:00:00,1010,2,7,6720
2022-11-02T00:00:00,1010,3,6,5760
2022-11-03T00:00:00,1001,1,9,8640
2022-11-03T00:00:00,1001,2,0,0
2022-11-03T00:00:00,1001,3,5,4800
2022-11-03T00:00:00,1002,1,4,3840
2022-11-03T00:00:00,1002,2,2,1920
2022-11-03T00:00:00,1002,3,4,3840
2022-11-03T00:00:00,1003,1,6,5760
2022-11-03T00:00:00,1003,2,2,1920
2022-11-03T00:00:00,1003,3,6,5760
2022-11-03T00:00:00,1004,1,4,3840
2022-11-03T00:00:00,1004,2,6,5760
2022-11-03T00:00:00,1004,3,7,6720
2022-11-03T00:00:00,1005,1,9,8640
2022-11-03T00:00:00,1005,2,2,1920
2022-11-03T00:00:00,1005,3,0,0
2022-11-03T00:00:00,1006,1,7,6720
2022-11-03T00:00:00,1006,2,9,8640
2022-11-03T00:00:00,1006,3,6,5760
2022-11-03T00:00:00,1007,1,3,2880
2022-11-03T00:00:00,1007,2,2,1920
2022-11-03T00:00:00,1007,3,7,6720
2022-11-03T00:00:00,1008,1,6,5760
2022-11-03T00:00:00,1008,2,3,2880
2022-11-03T00:00:00,1008,3,1,960
2022-11-03T00:00:00,1009,1,6,5760
2022-11-03T00:00:00,1009,2,0,0
2022-11-03T00:00:00,1009,3,4,3840
2022-11-03T00:00:00,1010,1,2,1920
2022-11-03T00:00:00,1010,2,4,3840
2022-11-03T00:00:00,1010,3,4,3840
2022-11-04T00:00:00,1001,1,9,8640
2022-11-04T00:00:00,1001,2,7,6720
2022-11-04T00:00:00,1001,3,4,3840
2022-11-04T00:00:00,1002,1,5,4800
2022-11-04T00:00:00,1002,2,8,7680
2022-11-04T00:00:00,1002,3,3,2880
2022-11-04T00:00:00,1003,1,7,6720
2022-11-04T00:00:00,1003,2,5,4800
2022-11-04T00:00:00,1003,3,3,2880
2022-11-04T00:00:00,1004,1,6,5760
2022-11-04T00:00:00,1004,2,2,1920
2022-11-04T00:00:00,1004,3,9,8640
2022-11-04T00:00:00,1005,1,4,3840
2022-11-04T00:00:00,1005,2,7,6720
2022-11-04T00:00:00,1005,3,5,4800
2022-11-04T00:00:00,1006,1,8,7680
2022-11-04T00:00:00,1006,2,5,4800
2022-11-04T00:00:00,1006,3,5,4800
2022-11-04T00:00:00,1007,1,2,1920
2022-11-04T00:00:00,1007,2,3,2880
2022-11-04T00:00:00,1007,3,1,960
2022-11-04T00:00:00,1008,1,3,2880
2022-11-04T00:00:00,1008,2,7,6720
2022-11-04T00:00:00,1008,3,2,1920
2022-11-04T00:00:00,1009,1,9,8640
2022-11-04T00:00:00,1009,2,0,0
2022-11-04T00:00:00,1009,3,3,2880
2022-11-04T00:00:00,1010,1,0,0
2022-11-04T00:00:00,1010,2,8,7680
2022-11-04T00:00:00,1010,3,4,3840
2022-11-05T00:00:00,1001,1,3,2880
2022-11-05T00:00:00,1001,2,6,5760
2022-11-05T00:00:00,1001,3,9,8640
2022-11-05T00:00:00,1002,1,0,0
2022-11-05T00:00:00,1002,2,1,960
2022-11-05T00:00:00,1002,3,7,6720
2022-11-05T00:00:00,1003,1,7,6720
2022-11-05T00:00:00,1003,2,1,960
2022-11-05T00:00:00,1003,3,8,7680
2022-11-05T00:00:00,1004,1,9,8640
2022-11-05T00:00:00,1004,2,1,960
2022-11-05T00:00:00,1004,3,7,6720
2022-11-05T00:00:00,1005,1,4,3840
2022-11-05T00:00:00,1005,2,1,960
2022-11-05T00:00:00,1005,3,7,6720
2022-11-05T00:00:00,1006,1,5,4800
2022-11-05T00:00:00,1006,2,9,8640
2022-11-05T00:00:00,1006,3,6,5760
2022-11-05T00:00:00,1007,1,7,6720
2022-11-05T00:00:00,1007,2,6,5760
2022-11-05T00:00:00,1007,3,7,6720
2022-11-05T00:00:00,1008,1,9,8640
2022-11-05T00:00:00,1008,2,3,2880
2022-11-05T00:00:00,1008,3,9,8640
2022-11-05T00:00:00,1009,1,6,5760
2022-11-05T00:00:00,1009,2,5,4800
2022-11-05T00:00:00,1009,3,6,5760
2022-11-05T00:00:00,1010,1,9,8640
2022-11-05T00:00:00,1010,2,7,6720
2022-11-05T00:00:00,1010,3,9,8640
2022-11-06T00:00:00,1001,1,9,8640
2022-11-06T00:00:00,1001,2,9,8640
2022-11-06T00:00:00,1001,3,2,1920
2022-11-06T00:00:00,1002,1,5,4800
2022-11-06T00:00:00,1002,2,6,5760
2022-11-06T00:00:00,1002,3,3,2880
2022-11-06T00:00:00,1003,1,7,6720
2022-11-06T00:00:00,1003,2,4,3840
2022-11-06T00:00:00,1003,3,7,6720
2022-11-06T00:00:00,1004,1,4,3840
2022-11-06T00:00:00,1004,2,3,2880
2022-11-06T00:00:00,1004,3,4,3840
2022-11-06T00:00:00,1005,1,3,2880
2022-11-06T00:00:00,1005,2,3,2880
2022-11-06T00:00:00,1005,3,0,0
2022-11-06T00:00:00,1006,1,5,4800
2022-11-06T00:00:00,1006,2,8,7680
2022-11-06T00:00:00,1006,3,7,6720
2022-11-06T00:00:00,1007,1,0,0
2022-11-06T00:00:00,1007,2,3,2880
2022-11-06T00:00:00,1007,3,2,1920
